パート,種類,問題文,選択肢1,選択肢2,選択肢3,選択肢4,正解,解説
英文えらび,4択,彼はドラムをひけます。,He can play the drums.,He can plays the drums.,He can play drums.,He is play the drums.,He can play the drums.,
英文えらび,4択,私たちは泳げます,We can swim.,We can swims.,We is swim.,We swim can.,We can swim.,
英文えらび,4択,彼はテニスができます。,He can play tennis.,He can plays tennis.,He can play a tennis.,He is play tennis.,He can play tennis.,
英文えらび,4択,彼はフルートをひけます。,He can play the flute.,He can plays the flute.,He can play flute.,He is play the flute.,He can play the flute.,
英文えらび,4択,私はドラムをひけます。,I can play the drums.,I can plays the drums.,I can play drums.,I is play the drums.,I can play the drums.,
英文えらび,4択,彼女はバレーボールができます。,She can play volleyball.,She can plays volleyball.,She can play a volleyball.,She is play volleyball.,She can play volleyball.,
英文えらび,4択,私はピアノをひけます。,I can play the piano.,I can plays the piano.,I can play piano.,I is play the piano.,I can play the piano.,
英文えらび,4択,あなたはバイオリンをひけます。,You can play the violin.,You can plays the violin.,You can play violin.,You is play the violin.,You can play the violin.,
英文えらび,4択,私は国語を勉強します。,I study Japanese.,I studies Japanese.,I am study Japanese.,I study a Japanese.,I study Japanese.,
英文えらび,4択,彼らはテニスができます。,They can play tennis.,They can plays tennis.,They can play a tennis.,They is play tennis.,They can play tennis.,
英文えらび,4択,彼女はバイオリンをひけます。,She can play the violin.,She can plays the violin.,She can play violin.,She is play the violin.,She can play the violin.,
英文えらび,4択,彼はピアノをひけます。,He can play the piano.,He can plays the piano.,He can play piano.,He is play the piano.,He can play the piano.,
英文えらび,4択,私は理科を勉強します。,I study science.,I studies science.,I am study science.,I study a science.,I study science.,
英文えらび,4択,あなたはフルートをひけます。,You can play the flute.,You can plays the flute.,You can play flute.,You is play the flute.,You can play the flute.,
英文えらび,4択,今日は雪です。,It is snowy today.,It are snowy today.,It is snowy day today.,It snowy today.,It is snowy today.,
英文えらび,4択,私たちはバイオリンをひけます。,We can play the violin.,We can plays the violin.,We can play violin.,We is play the violin.,We can play the violin.,
英文えらび,4択,彼らはフルートをひけます。,They can play the flute.,They can plays the flute.,They can play flute.,They is play the flute.,They can play the flute.,
英文えらび,4択,私はスケートができます,I can skate.,I can skates.,I is skate.,I skate can.,I can skate.,
英文えらび,4択,彼女はダンスができます,She can dance.,She can dances.,She is dance.,She dance can.,She can dance.,
英文えらび,4択,彼女は泳げます,She can swim.,She can swims.,She is swim.,She swim can.,She can swim.,
英文えらび,4択,彼はバレーボールができます。,He can play volleyball.,He can plays volleyball.,He can play a volleyball.,He is play volleyball.,He can play volleyball.,
英文えらび,4択,あなたはスケートができます,You can skate.,You can skates.,You is skate.,You skate can.,You can skate.,
英文えらび,4択,彼女はスキーができます,She can ski.,She can skis.,She is ski.,She ski can.,She can ski.,
英文えらび,4択,彼女はフルートをひけます。,She can play the flute.,She can plays the flute.,She can play flute.,She is play the flute.,She can play the flute.,
英文えらび,4択,今日は雨です。,It is rainy today.,It are rainy today.,It is rainy day today.,It rainy today.,It is rainy today.,
英文えらび,4択,彼女はドラムをひけます。,She can play the drums.,She can plays the drums.,She can play drums.,She is play the drums.,She can play the drums.,
英文えらび,4択,私はバイオリンをひけます。,I can play the violin.,I can plays the violin.,I can play violin.,I is play the violin.,I can play the violin.,
英文えらび,4択,彼は泳げます,He can swim.,He can swims.,He is swim.,He swim can.,He can swim.,
英文えらび,4択,彼はギターをひけます。,He can play the guitar.,He can plays the guitar.,He can play guitar.,He is play the guitar.,He can play the guitar.,
英文えらび,4択,彼はスケートができます,He can skate.,He can skates.,He is skate.,He skate can.,He can skate.,
英文えらび,4択,彼らはバイオリンをひけます。,They can play the violin.,They can plays the violin.,They can play violin.,They is play the violin.,They can play the violin.,
英文えらび,4択,今日は暑いです。,It is hot today.,It are hot today.,It is a hot today.,It hot today.,It is hot today.,
英文えらび,4択,彼女は野球ができます。,She can play baseball.,She can plays baseball.,She can play a baseball.,She is play baseball.,She can play baseball.,
英文えらび,4択,私たちはスケートができます,We can skate.,We can skates.,We is skate.,We skate can.,We can skate.,
英文えらび,4択,こちらは私の祖母です。,This is my grandmother.,This are my grandmother.,This is my grandmothers.,This my grandmother is.,This is my grandmother.,
英文えらび,4択,私は美術を勉強します。,I study art.,I studies art.,I am study art.,I study a art.,I study art.,
英文えらび,4択,彼女はスケートができます,She can skate.,She can skates.,She is skate.,She skate can.,She can skate.,
英文えらび,4択,彼らはバスケットボールができます。,They can play basketball.,They can plays basketball.,They can play a basketball.,They is play basketball.,They can play basketball.,
英文えらび,4択,あなたはギターをひけます。,You can play the guitar.,You can plays the guitar.,You can play guitar.,You is play the guitar.,You can play the guitar.,
英文えらび,4択,彼らは泳げます,They can swim.,They can swims.,They is swim.,They swim can.,They can swim.,
英文えらび,4択,彼女はバスケットボールができます。,She can play basketball.,She can plays basketball.,She can play a basketball.,She is play basketball.,She can play basketball.,
英文えらび,4択,あなたは泳げます,You can swim.,You can swims.,You is swim.,You swim can.,You can swim.,
英文えらび,4択,こちらは私の赤ちゃんです。,This is my baby.,This are my baby.,This is my babys.,This my baby is.,This is my baby.,
英文えらび,4択,こちらは私のおじです。,This is my uncle.,This are my uncle.,This is my uncles.,This my uncle is.,This is my uncle.,
英文えらび,4択,私は泳げます,I can swim.,I can swims.,I is swim.,I swim can.,I can swim.,
英文えらび,4択,彼はダンスができます,He can dance.,He can dances.,He is dance.,He dance can.,He can dance.,
英文えらび,4択,こちらは私の父です。,This is my father.,This are my father.,This is my fathers.,This my father is.,This is my father.,
英文えらび,4択,彼女はサッカーができます。,She can play soccer.,She can plays soccer.,She can play a soccer.,She is play soccer.,She can play soccer.,
英文えらび,4択,あなたはスキーができます,You can ski.,You can skis.,You is ski.,You ski can.,You can ski.,
英文えらび,4択,今日は寒いです。,It is cold today.,It are cold today.,It is a cold today.,It cold today.,It is cold today.,
英文えらび,4択,彼らはギターをひけます。,They can play the guitar.,They can plays the guitar.,They can play guitar.,They is play the guitar.,They can play the guitar.,
英文えらび,4択,私たちはフルートをひけます。,We can play the flute.,We can plays the flute.,We can play flute.,We is play the flute.,We can play the flute.,
英文えらび,4択,こちらは私のおばです。,This is my aunt.,This are my aunt.,This is my aunts.,This my aunt is.,This is my aunt.,
英文えらび,4択,私はスキーができます,I can ski.,I can skis.,I is ski.,I ski can.,I can ski.,
英文えらび,4択,彼女はバドミントンができます。,She can play badminton.,She can plays badminton.,She can play a badminton.,She is play badminton.,She can play badminton.,
英文えらび,4択,こちらは私のいとこです。,This is my cousin.,This are my cousin.,This is my cousins.,This my cousin is.,This is my cousin.,
英文えらび,4択,あなたはピアノをひけます。,You can play the piano.,You can plays the piano.,You can play piano.,You is play the piano.,You can play the piano.,
英文えらび,4択,あなたはバドミントンができます。,You can play badminton.,You can plays badminton.,You can play a badminton.,You is play badminton.,You can play badminton.,
英文えらび,4択,こちらは私の兄・弟です。,This is my brother.,This are my brother.,This is my brothers.,This my brother is.,This is my brother.,
英文えらび,4択,今日は暖かいです。,It is warm today.,It are warm today.,It is a warm today.,It warm today.,It is warm today.,
英文えらび,4択,今日はくもりです。,It is cloudy today.,It are cloudy today.,It is cloudy day today.,It cloudy today.,It is cloudy today.,
英文えらび,4択,彼はバスケットボールができます。,He can play basketball.,He can plays basketball.,He can play a basketball.,He is play basketball.,He can play basketball.,
英文えらび,4択,彼らはダンスができます,They can dance.,They can dances.,They is dance.,They dance can.,They can dance.,
英文えらび,4択,私たちはダンスができます,We can dance.,We can dances.,We is dance.,We dance can.,We can dance.,
英文えらび,4択,彼はスキーができます,He can ski.,He can skis.,He is ski.,He ski can.,He can ski.,
英文えらび,4択,こちらは私の母です。,This is my mother.,This are my mother.,This is my mothers.,This my mother is.,This is my mother.,
英文えらび,4択,私はダンスができます,I can dance.,I can dances.,I is dance.,I dance can.,I can dance.,
英文えらび,4択,彼らはスケートができます,They can skate.,They can skates.,They is skate.,They skate can.,They can skate.,
英文えらび,4択,彼はサッカーができます。,He can play soccer.,He can plays soccer.,He can play a soccer.,He is play soccer.,He can play soccer.,
英文えらび,4択,彼らはバレーボールができます。,They can play volleyball.,They can plays volleyball.,They can play a volleyball.,They is play volleyball.,They can play volleyball.,
英文えらび,4択,こちらは私の家族です。,This is my family.,This are my family.,This is my familys.,This my family is.,This is my family.,
英文えらび,4択,私は数学を勉強します。,I study math.,I studies math.,I am study math.,I study a math.,I study math.,
英文えらび,4択,彼らはスキーができます,They can ski.,They can skis.,They is ski.,They ski can.,They can ski.,
英文えらび,4択,彼はバイオリンをひけます。,He can play the violin.,He can plays the violin.,He can play violin.,He is play the violin.,He can play the violin.,
英文えらび,4択,たけしと私はギターをひけます。,Takeshi and I can play the guitar.,Takeshi and I can plays the guitar.,Takeshi and I can play guitar.,Takeshi and I is play the guitar.,Takeshi and I can play the guitar.,
英文えらび,4択,たけしと私はドラムをひけます。,Takeshi and I can play the drums.,Takeshi and I can plays the drums.,Takeshi and I can play drums.,Takeshi and I is play the drums.,Takeshi and I can play the drums.,
英文えらび,4択,あなたはダンスができます,You can dance.,You can dances.,You is dance.,You dance can.,You can dance.,
英文えらび,4択,彼女はピアノをひけます。,She can play the piano.,She can plays the piano.,She can play piano.,She is play the piano.,She can play the piano.,
英文えらび,4択,彼女はギターをひけます。,She can play the guitar.,She can plays the guitar.,She can play guitar.,She is play the guitar.,She can play the guitar.,
英文えらび,4択,私はギターをひけます。,I can play the guitar.,I can plays the guitar.,I can play guitar.,I is play the guitar.,I can play the guitar.,
英文えらび,4択,あなたはドラムをひけます。,You can play the drums.,You can plays the drums.,You can play drums.,You is play the drums.,You can play the drums.,
英文えらび,4択,私は英語を勉強します。,I study English.,I studies English.,I am study English.,I study a English.,I study English.,
英文えらび,4択,彼らはピアノをひけます。,They can play the piano.,They can plays the piano.,They can play piano.,They is play the piano.,They can play the piano.,
英文えらび,4択,彼らはサッカーができます。,They can play soccer.,They can plays soccer.,They can play a soccer.,They is play soccer.,They can play soccer.,
英文えらび,4択,今日は晴れです。,It is sunny today.,It are sunny today.,It is sunny day today.,It sunny today.,It is sunny today.,
英文えらび,4択,たけしと洋子はドラムをひけます。,Takeshi and Yoko can play the drums.,Takeshi and Yoko can plays the drums.,Takeshi and Yoko can play drums.,Takeshi and Yoko is play the drums.,Takeshi and Yoko can play the drums.,
英文えらび,4択,たけしと洋子はバドミントンができます。,Takeshi and Yoko can play badminton.,Takeshi and Yoko can plays badminton.,Takeshi and Yoko can play a badminton.,Takeshi and Yoko is play badminton.,Takeshi and Yoko can play badminton.,
英文えらび,4択,彼はバドミントンができます。,He can play badminton.,He can plays badminton.,He can play a badminton.,He is play badminton.,He can play badminton.,
英文えらび,4択,私たちはスキーができます,We can ski.,We can skis.,We is ski.,We ski can.,We can ski.,
英文えらび,4択,私は音楽を勉強します。,I study music.,I studies music.,I am study music.,I study a music.,I study music.,
英文えらび,4択,こちらは私の祖父です。,This is my grandfather.,This are my grandfather.,This is my grandfathers.,This my grandfather is.,This is my grandfather.,
英文えらび,4択,たけしと洋子は野球ができます。,Takeshi and Yoko can play baseball.,Takeshi and Yoko can plays baseball.,Takeshi and Yoko can play a baseball.,Takeshi and Yoko is play baseball.,Takeshi and Yoko can play baseball.,
英文えらび,4択,彼女はテニスができます。,She can play tennis.,She can plays tennis.,She can play a tennis.,She is play tennis.,She can play tennis.,
